"","V1","V2","V3","V4"
"1",-0.000205889335246937,-0.0103894360159102,0.00215612700234497,0.00514586175961754
"2",-0.000166891031605178,-0.00944097131525595,0.00149093260351166,0.00331828669683863
"3",-6.87408154609338e-05,-0.00306128290762052,0.000576643360583074,-0.00135677304543517
"4",-2.81521425470199e-05,-0.00168896078738482,-8.88229963178884e-05,0.00370385465916725
"5",1.2570404348125e-05,-0.000378532335758722,-0.00115146133891561,0.000510930660644587
"6",4.16669327792183e-05,-2.61874216616046e-05,-0.00146448047567745,0.00729536874941609
"7",8.94573202955228e-05,0.000624647302863283,-0.00325881033570972,0.00526280975217167
"8",0.00011400611591929,0.000520110930886621,-0.00380975704637283,0.00764909466207948
"9",0.000169557613856292,0.000810429069904139,-0.00558171997228658,0.00797053650062901
"10",0.000195070761493043,0.000684031783706706,-0.00609072553431003,0.00873897728393771
"11",9.60034918624775e-05,-0.00266882538736283,-0.00421307196240843,0.0026123406322422
"12",0.000123800686501478,-0.00476412697792168,-0.00515555345716588,-0.016313727542495
"13",0.00011950786895188,-0.00176614816531234,-0.00496504340171656,0.00119663124533403
"14",0.000176925948608912,-0.00193211131313867,-0.00564485497949288,-0.0105480007667557
"15",0.000132540214078351,0.000435254953692047,-0.00491395861694631,0.00533080921369731
"16",0.000184850430673732,0.00025753774749758,-0.00543253233539063,0.00591532922282931
"17",0.000156632385602413,0.000848063534715239,-0.0058129294773556,0.0036889159921132
"18",0.000287134645462025,0.000232558041471526,-0.00601988905211895,-0.00143121746375599
"19",-2.71781698305584e-05,-0.00133429284906163,0.0003961771330382,0.000497344469206207
"20",3.1853025557479e-05,0.000942357063173312,-0.000413663613364018,0.00278665024180381
"21",8.86737956287266e-05,0.000809044180981279,-0.00247521987489192,0.00566184207671511
"22",0.00020302571165203,-0.00167559211477111,-0.00620194953279493,-0.0157684697614908
"23",-0.000122057720622635,-0.00869327861044815,0.000234866294743116,0.0070090335357355
"24",0.00833962789446067,-0.00049375544221133,0.0014540657804253,0.000230187382928143
