"","V1","V2","V3","V4"
"1",-0.000625192386209873,-0.000330355586090632,-0.00367678031120695,0.00371792562158224
"2",-0.00065654175329206,0.000304223790993952,-0.00273712183538089,0.000845429046899701
"3",3.07239501806198e-06,0.00175737975257783,-0.00321155080100875,-0.00298305248567572
"4",-6.35793407670293e-06,0.000320058124711993,-0.00204024800682567,-0.000456549583608076
"5",-0.00060315030339209,-0.000504097069638447,0.000829919610178904,0.000798702157062935
"6",-1.65749198273375e-06,0.00118807911459325,-0.00213818977744679,-0.00253847457283106
"7",-0.000627796397579964,-9.0970472954692e-05,0.00116000759975885,-0.00059192973292231
"8",-0.000622243095805409,-0.00015544221346083,0.00138258354343236,-0.000527004044143265
"9",4.48160601446379e-06,0.000496254420324546,-0.000717316439370483,-0.00138477488670427
"10",-0.000618884972494355,-0.000240012702458762,0.00187755919345953,-0.000526928053599467
"11",7.64387629732093e-06,0.0015543427943139,-0.00316023416780167,-0.00186431332262427
"12",-5.49670511118472e-06,-0.000250968978658411,-0.00157286567262804,0.000581750788215233
"13",6.17491683901199e-06,0.000752140331631249,-0.0012276963909898,-0.00119288981975158
"14",-6.74637711843008e-07,-0.000154251516794385,-0.000741326933025734,0.000117637054872208
"15",-0.000606891319819359,-0.000417756032686497,0.00224418903927212,0.000116815411827165
"16",6.41364952995915e-06,0.00108604499788385,-0.00129769357055289,-0.0026787558569273
"17",1.06868017694046e-05,0.00108655022639434,-0.000805970342128347,-0.0025137317053372
"18",-0.000700498085256239,0.00136932979930805,0.00199608348411004,-0.00543225066854653
"19",6.04540655597798e-07,0.00125151374542616,-0.00273228532700928,-0.00221751373637439
"20",-6.54178808583885e-06,-0.000450352180508793,-0.00124568093210426,0.00100476092306009
"21",5.06417385484703e-06,0.00138986985534534,-0.00206949768402247,-0.0028971757114374
"22",-0.000643162123773536,0.000191503647915649,0.00280545201871657,-0.00270630806814067
"23",-0.0006429627057799,-5.95133838418623e-05,-0.00571096572183851,0.00496190589137588
"24",-2.32116407557533e-05,-0.00544623160953248,-0.00379603978465634,-0.00649220657630473
