"","V1","V2","V3","V4"
"1",-0.000567434071172292,-0.00131884212154245,-0.000212544879090275,0.00739943801924031
"2",-0.0004493129248248,-0.000699320318050918,-0.00257326734757001,0.011826853463241
"3",-8.18442811028061e-06,-0.00077801935003025,0.00270839442134082,0.00129561047743071
"4",-0.000413251178734733,0.000120374035752367,-0.00292018791405859,0.000795287889634059
"5",-5.89497649110949e-06,-0.000407223710668487,0.00188443531824223,-0.000911253400721347
"6",-0.000483991366610298,-0.000114310353728354,-0.00178311799482201,-0.00171215950472137
"7",-3.62905780236413e-06,-0.00013527934809846,0.001232204327398,-0.00237550024612389
"8",-1.61075279750261e-06,0.000116557610314449,0.000232949823016133,-0.00232831170735523
"9",-0.000618778025871387,-0.000335429042480997,-0.000764426614846289,-0.00439543800927269
"10",-0.000567726246652606,-0.000209071865740921,-0.00103656669892439,-0.00426397682454592
"11",-0.000543524810795019,-0.00160155532520934,0.00374027930196819,-0.00121404319923167
"12",6.74074149621324e-06,0.000891945518751335,-0.00351673931852269,3.1554163017569e-05
"13",-0.000541667326816464,-0.000863148508561667,0.00139382002742573,-0.00308679897316089
"14",-0.000484430967037104,0.000208573690098765,-0.00270088249499715,-0.0026625520864393
"15",-0.000519475812334536,-0.000417386401393354,0.000105360912398682,-0.0041284083183859
"16",-5.96669868881243e-07,0.000249623601116077,4.50813648825404e-05,-0.0034243751610899
"17",-5.08187293468604e-06,-3.40142562565427e-05,0.00167977806327605,-0.00425774079719354
"18",-1.38585276004469e-06,0.000457389388647754,-0.000299822447339898,-0.00401708776761063
"19",-2.45276471571297e-06,-0.000255235120021317,0.000507859246843128,0.001705036712892
"20",-0.00057589641753871,-0.000492577985795176,-0.000913235055476782,-0.00160238908790234
"21",-2.20938774531202e-06,-2.77705461828954e-05,0.000720617102883874,-0.00223581054549496
"22",9.09272460162383e-06,0.00143712534126696,-0.0047312709119283,-0.00290744229259396
"23",-0.000529939382937781,-0.00193584651962201,0.00377941621253733,0.00319338641736205
"24",-0.000458176227395962,0.00913620648051737,0.00279599824210104,0.00247869390176779
