"","V1","V2","V3","V4"
"1",-0.000650810327309796,-0.000729750901432091,-0.0060663039102357,-0.006647160689506
"2",-0.000644409088675614,-0.000793841372762598,-0.00172088680609149,-0.0107313519433869
"3",-0.000644889027750812,-0.000566739492711533,-0.00308397621643751,-0.00144205343946536
"4",-0.000638219470932335,-0.000649405327618231,0.00138184783169186,-0.00536489258954548
"5",-0.000639971830702349,-0.000455540198239992,-0.000802116934736689,0.000887976237097053
"6",-0.000639077146567648,-0.000561317850616929,0.00117023280887676,-0.0011196729345258
"7",-0.000643721436411914,-0.00035430850174888,0.000447856372040255,0.00252351871209732
"8",-0.000641344856339554,-0.000508956784660352,0.0012999560969524,0.00131273474256518
"9",-0.00065592183100534,-0.000445835401556878,0.00165819148435882,0.0213794542938089
"10",-0.000645191862006116,-0.000394880965957391,0.00167095730933276,0.00283414065115593
"11",-0.000652665624320264,-0.000348808618723917,-0.00413997582669614,0.00421790247224911
"12",-0.000641099735965001,-0.000662719654230085,0.00431841215396062,-0.00688315834300375
"13",-0.000651218818923054,-0.000215201088174637,-0.000604024086690186,0.00243133902344788
"14",-0.000643676368938709,-0.000561043327601402,0.00267680199018281,-0.00145763431217854
"15",-0.000650648364567038,-0.000141371849344679,0.000559230283179452,0.00311567931807921
"16",-0.000648053913892495,-0.000422486587062058,0.0022426194331242,0.00129893437130328
"17",-0.000657292527973832,0.000345461052820887,0.00088575055520381,0.00269663951707674
"18",-0.00065079751693421,-0.000558092022018788,0.00279254989699882,-7.65647921433382e-06
"19",-0.00064052656354818,-0.000625779442764269,-0.00122851626379222,-0.00402349469284658
"20",-0.00063808141488888,-0.000538437039353976,3.41540960448091e-05,-0.000579223959016771
"21",-0.00063881737773816,-0.000456881058214017,0.000743236875391151,0.00170303422324451
"22",-0.000640441752484333,-0.000642652976582176,0.00860004933489357,-0.00577306250325332
"23",-0.000661909617625688,-0.00066957521564788,-0.0121342750650704,0.000671704705736947
"24",-0.000731741613194655,0.00965524375454741,-0.000214663977322709,-0.00148368893467737
