"","V1","V2","V3","V4"
"1",-0.000716502642037285,-0.00807935906712815,0.00979690549524992,0.005453371766261
"2",-0.000761924789947773,-0.00726315695202358,0.0139528596590251,0.00159146711641176
"3",5.19635300769475e-05,-0.00167178147794821,0.000381543578913695,0.00452800762147594
"4",0.000104283333512627,0.000555349435195336,0.00607229578362158,-0.00198735790836224
"5",0.0002608280726205,0.000978941128606061,-0.000546201187598952,0.00294228910452745
"6",0.000236751738458161,0.0019815117700347,0.0027391097044916,-0.000301575995120862
"7",0.000354468981698221,0.0026629682203738,-0.000721338972308472,0.00281553468106972
"8",0.000352194200087176,0.00321874531030959,0.00154064553819506,0.00199267189487459
"9",0.000520102217348248,0.00418133362342132,0.000474373670934014,0.00605150940698102
"10",0.000541036027257863,0.00430544089751732,0.00121664873414237,0.00551269089456902
"11",0.000208211743132432,-0.00134300563909853,-0.0012647689254893,0.0112584706399187
"12",0.00025602655163399,0.00343289795272008,0.0107131763558752,-0.00304142839837761
"13",0.000455142361509289,0.00238931954061709,-0.000198705873986901,0.00762409571260855
"14",0.00053344604294252,0.00406961347215847,0.00501902117217516,0.0023794121531703
"15",0.000543511522641287,0.00417241746114421,0.000268322178899354,0.00741946607028138
"16",0.000564124649486805,0.00435925493338181,0.00275705811117403,0.00480456372163061
"17",0.000821674593268747,0.00495645972740404,0.000164626555974393,0.00955247360763452
"18",0.000868835102218398,0.00580134927920019,0.00306683290757733,0.00644221115583935
"19",-2.84836747195026e-05,-0.0010557256160982,0.00262180195251712,-3.40106951282759e-05
"20",0.000170903893705361,0.000726569372436753,0.000540263739764455,-0.000385953622479486
"21",0.000395403669123267,0.00266951114233664,-0.000309055815888817,0.00202229290385846
"22",0.000373406623409708,0.00566046475583082,0.0119501921626188,-0.00464249630504011
"23",-0.000363882634613564,-0.00788974237435731,-0.0010582837973272,0.0161120284004629
"24",0.0108377914414413,-0.00392072854585645,9.12804289487273e-05,-0.00212830442572186
